property_id,location,property_type,size_sqft,num_bedrooms,num_bathrooms,floor_number,total_floors,age_years,furnishing,amenities,distance_to_metro_km,view_score,date_listed,price
1282,Delhi NCR,Apartment,3933,4,4,16,10,11,Fully Furnished,"security,pool",9.28,5,05-07-2023,79815000
1283,Bangalore,Penthouse,1181,5,2,8,7,4,Semi-Furnished,"pool,parking,lift,garden,security",2.68,2,06-07-2023,24140000
1284,Chennai,Villa,3658,2,2,19,30,18,Unfurnished,"gym,security,lift,parking,pool",9.33,4,07-07-2023,47851000
1285,Bangalore,Apartment,3603,3,4,3,8,21,Unfurnished,"security,gym,garden,pool,parking",4.41,4,08-07-2023,61988000
1286,Hyderabad,Apartment,2730,3,1,15,10,7,Fully Furnished,"parking,security,garden,pool,gym,lift,clubhouse",6.25,1,09-07-2023,29001000
1287,Bangalore,Apartment,869,5,3,3,14,27,Fully Furnished,"lift,pool,garden,security",6.77,1,10-07-2023,17720000
1288,Chennai,Apartment,4229,4,1,19,13,2,Fully Furnished,"pool,security,clubhouse,garden",2.42,4,11-07-2023,49069000
1289,Pune,Villa,4490,3,1,18,27,11,Fully Furnished,"garden,security,clubhouse,lift,parking,gym,pool",5.92,2,12-07-2023,51502000
1290,Chennai,Penthouse,3060,3,4,10,18,7,Semi-Furnished,"garden,gym",9.07,3,13-07-2023,39411000
1291,Mumbai,Apartment,941,4,3,7,27,11,Unfurnished,"gym,parking,lift,garden,pool,security",8.22,3,14-07-2023,30344000
1292,Mumbai,Villa,1375,1,4,8,6,18,Fully Furnished,"garden,security,clubhouse,pool,parking,lift",2.41,2,15-07-2023,42086000
1293,Hyderabad,Apartment,4328,5,3,26,18,16,Semi-Furnished,pool,5.81,1,16-07-2023,50495000
1294,Hyderabad,Apartment,1434,4,2,22,9,2,Semi-Furnished,"garden,clubhouse",3.46,4,17-07-2023,19803000
1295,Chennai,Apartment,611,3,4,28,11,14,Unfurnished,"garden,clubhouse,gym,parking",5.63,4,18-07-2023,13168000
1296,Bangalore,Villa,1019,5,2,13,19,9,Fully Furnished,"garden,parking,gym",9.41,5,19-07-2023,22543000
1297,Bangalore,Apartment,4136,5,1,28,22,16,Semi-Furnished,"clubhouse,security,lift,parking,pool",7.81,2,20-07-2023,70305000
1298,Bangalore,Apartment,4258,1,4,26,18,20,Fully Furnished,"parking,security,clubhouse,lift,pool,gym,garden",0.38,1,21-07-2023,71864000
1299,Delhi NCR,Villa,3021,5,3,10,29,25,Semi-Furnished,"lift,security,garden,parking",0.4,4,22-07-2023,66176000
1300,Bangalore,Studio,4877,4,3,21,29,26,Fully Furnished,parking,6.98,1,23-07-2023,82463000
1301,Pune,Apartment,1588,1,1,8,25,1,Unfurnished,"gym,pool,parking,clubhouse,security,lift,garden",0.43,1,24-07-2023,18564000
1302,Hyderabad,Apartment,2468,5,1,9,11,26,Semi-Furnished,"clubhouse,pool,lift,garden,security,gym",5.92,1,25-07-2023,24661000
1303,Bangalore,Villa,1127,3,1,6,22,4,Fully Furnished,gym,9.13,5,26-07-2023,21101000
1304,Mumbai,Apartment,3765,4,3,1,32,1,Semi-Furnished,pool,1,2,27-07-2023,100349000
1305,Mumbai,Villa,4808,5,4,27,13,1,Semi-Furnished,"gym,security,lift,garden,pool,clubhouse,parking",7.42,5,28-07-2023,130723000
1306,Chennai,Penthouse,4246,2,4,20,21,8,Fully Furnished,"security,garden,parking,clubhouse,gym",5.18,2,29-07-2023,57058000
1307,Chennai,Apartment,1569,3,3,19,12,15,Fully Furnished,security,1.99,4,30-07-2023,22404000
1308,Hyderabad,Apartment,1882,5,2,28,22,16,Unfurnished,"lift,pool,security,gym,clubhouse,parking",5.28,5,31-07-2023,23786000
1309,Mumbai,Apartment,1508,2,2,24,24,9,Unfurnished,"lift,pool,garden,parking,gym,security,clubhouse",0.19,5,01-08-2023,42976000
1310,Bangalore,Studio,4170,4,4,3,14,7,Semi-Furnished,"lift,security",4.01,1,02-08-2023,72580000
1311,Pune,Villa,4812,5,2,7,11,25,Semi-Furnished,"lift,garden,clubhouse",2.54,1,03-08-2023,57568000
1312,Delhi NCR,Apartment,3673,2,1,22,17,6,Semi-Furnished,"parking,lift",5.93,4,04-08-2023,70715000
1313,Chennai,Villa,2236,4,2,9,11,20,Fully Furnished,"pool,lift,garden",5.56,4,05-08-2023,26931000
1314,Delhi NCR,Villa,1774,2,1,20,31,13,Semi-Furnished,"security,pool,parking",5.29,1,06-08-2023,32863000
1315,Pune,Apartment,1264,4,2,22,30,23,Semi-Furnished,"lift,clubhouse,pool,garden,security,gym",6.8,3,07-08-2023,19593000
1316,Delhi NCR,Apartment,4044,1,2,2,23,21,Fully Furnished,"gym,clubhouse,parking,garden,security",3.97,2,08-08-2023,78299000
1317,Chennai,Villa,2223,4,1,17,24,18,Unfurnished,"pool,gym,parking,clubhouse",8.37,2,09-08-2023,28589000
1318,Pune,Apartment,4216,1,4,10,37,3,Semi-Furnished,"gym,security,pool,clubhouse",10,3,10-08-2023,47797000
1319,Pune,Apartment,4818,2,3,8,20,12,Semi-Furnished,"pool,gym,garden",3.56,3,11-08-2023,54681000
1320,Delhi NCR,Apartment,3966,4,2,25,29,4,Unfurnished,"clubhouse,security,garden,lift,pool",6.64,3,12-08-2023,79078000
1321,Delhi NCR,Villa,3016,4,2,1,20,23,Unfurnished,"security,gym,garden,pool",3.87,4,13-08-2023,62254000
1322,Chennai,Apartment,2101,5,4,17,15,29,Semi-Furnished,clubhouse,9.34,3,14-08-2023,27795000
1323,Chennai,Apartment,3769,3,2,26,30,22,Semi-Furnished,"gym,garden,security,parking,clubhouse,pool,lift",9.82,5,15-08-2023,46022000
1324,Hyderabad,Penthouse,1059,3,4,19,19,14,Fully Furnished,"pool,security,clubhouse,garden,gym,lift,parking",9.63,5,16-08-2023,12876000
1325,Bangalore,Apartment,1329,4,1,8,18,16,Unfurnished,"lift,clubhouse,parking",6.32,2,17-08-2023,23856000
1326,Delhi NCR,Apartment,3574,3,2,8,26,13,Unfurnished,"lift,parking,clubhouse,garden,gym,security",0.71,1,18-08-2023,72557000
1327,Bangalore,Apartment,2636,1,3,13,18,1,Fully Furnished,"lift,garden,pool,gym",6.37,2,19-08-2023,47221000
1328,Delhi NCR,Apartment,3986,1,1,25,5,6,Unfurnished,"gym,pool,clubhouse,parking,garden,lift,security",0.82,3,20-08-2023,79949000
1329,Pune,Villa,1532,3,3,6,6,10,Semi-Furnished,"lift,pool,security,clubhouse,garden,gym",5.15,5,21-08-2023,21207000
1330,Hyderabad,Villa,2564,3,1,5,9,13,Unfurnished,"security,pool,gym,parking,garden,lift,clubhouse",2.14,4,22-08-2023,28427000
1331,Chennai,Apartment,3118,5,3,13,18,22,Semi-Furnished,"lift,parking,security",4.5,2,23-08-2023,46422000
1332,Chennai,Penthouse,2500,1,1,17,34,25,Unfurnished,"security,gym,garden,parking,clubhouse,pool",5,1,24-08-2023,30195000
1333,Pune,Apartment,2293,1,4,18,33,10,Semi-Furnished,"parking,lift,gym,garden,security,pool,clubhouse",7.22,3,25-08-2023,26898000
1334,Hyderabad,Apartment,4982,1,4,12,39,17,Unfurnished,"lift,gym,pool,garden,clubhouse",3.33,5,26-08-2023,49121000
1335,Pune,Apartment,3438,1,2,12,25,20,Fully Furnished,"security,gym,garden,pool,lift",8.8,5,27-08-2023,40089000
1336,Bangalore,Villa,2852,2,3,20,11,15,Semi-Furnished,"pool,parking,clubhouse,gym,garden,security,lift",3.76,3,28-08-2023,50626000
1337,Chennai,Apartment,680,3,3,12,33,22,Semi-Furnished,"clubhouse,parking,pool,gym,garden",3.59,3,29-08-2023,14237000
1338,Hyderabad,Villa,1061,3,1,22,22,24,Fully Furnished,"garden,lift",5.34,1,30-08-2023,13796000
1339,Chennai,Penthouse,1110,4,2,3,9,11,Unfurnished,"gym,garden,security,parking,pool,lift",3.71,4,31-08-2023,15595000
1340,Pune,Apartment,1579,5,3,29,8,4,Unfurnished,"pool,security,lift,garden,clubhouse,gym,parking",8.88,3,01-09-2023,26186000
1341,Hyderabad,Penthouse,2559,2,3,13,17,1,Semi-Furnished,"garden,clubhouse,lift,security",0.23,2,02-09-2023,25111000
1342,Delhi NCR,Apartment,4113,2,4,13,8,17,Fully Furnished,parking,4.4,4,03-09-2023,80494000
1343,Bangalore,Villa,3054,2,1,16,21,28,Semi-Furnished,"clubhouse,lift",7.94,2,04-09-2023,51490000
1344,Delhi NCR,Villa,4799,2,3,26,23,27,Fully Furnished,"lift,parking,garden,security,pool,clubhouse",2.79,2,05-09-2023,94933000
1345,Hyderabad,Apartment,1721,5,1,25,38,11,Unfurnished,"garden,pool,clubhouse",9.75,3,06-09-2023,16129000
1346,Pune,Apartment,1460,1,4,12,26,26,Unfurnished,"lift,security,pool,clubhouse,gym,garden",0.39,4,07-09-2023,21304000
1347,Chennai,Apartment,931,2,2,15,35,26,Unfurnished,"pool,garden,parking",6.16,3,08-09-2023,17573000
1348,Pune,Apartment,3772,2,3,9,29,14,Unfurnished,"parking,gym,garden,security,lift",5.63,2,09-09-2023,43282000
1349,Hyderabad,Apartment,1188,1,1,21,12,15,Unfurnished,"lift,clubhouse,pool,gym,garden,parking",7.73,3,10-09-2023,15551000
1350,Delhi NCR,Apartment,4581,5,2,14,29,13,Unfurnished,"garden,clubhouse",7.69,3,11-09-2023,93599000
1351,Hyderabad,Penthouse,3227,2,3,20,16,8,Unfurnished,"garden,lift,security,clubhouse,gym,pool",3.93,1,12-09-2023,37819000
1352,Delhi NCR,Apartment,1052,5,2,6,34,0,Semi-Furnished,"garden,gym,parking,clubhouse,security",4.77,5,13-09-2023,21413000
1353,Pune,Apartment,4834,4,3,20,12,7,Fully Furnished,"pool,lift,garden,parking",7.63,3,14-09-2023,58948000
1354,Bangalore,Apartment,2961,1,2,29,16,13,Unfurnished,"lift,security",9.61,2,15-09-2023,49037000
1355,Bangalore,Apartment,683,1,1,11,15,4,Unfurnished,"garden,gym,lift,pool,parking,clubhouse,security",2.75,1,16-09-2023,7311000
1356,Mumbai,Villa,763,5,3,1,25,20,Semi-Furnished,"parking,gym,security",2.56,3,17-09-2023,18586000
1357,Mumbai,Apartment,1191,3,4,23,14,0,Fully Furnished,"garden,gym,clubhouse,lift",8.72,1,18-09-2023,34623000
1358,Delhi NCR,Apartment,1899,3,1,12,17,14,Fully Furnished,"lift,pool,clubhouse,security,gym,garden,parking",2.97,2,19-09-2023,42554000
1359,Chennai,Apartment,2006,4,4,23,18,12,Unfurnished,"garden,pool,lift,clubhouse,parking,security",5.33,4,20-09-2023,34526000
1360,Chennai,Apartment,4628,5,2,21,37,10,Fully Furnished,pool,4.85,2,21-09-2023,55900000
1361,Chennai,Apartment,1144,5,4,12,27,26,Fully Furnished,"parking,pool,security,gym,lift,garden,clubhouse",8.69,5,22-09-2023,17934000
1362,Chennai,Villa,3936,1,2,6,14,2,Unfurnished,"gym,parking,garden,lift,clubhouse,security,pool",8.36,5,23-09-2023,47868000
1363,Mumbai,Apartment,523,3,3,20,34,7,Fully Furnished,"garden,parking,pool,security",8.4,1,24-09-2023,18161000
1364,Bangalore,Studio,1897,1,2,27,29,1,Semi-Furnished,"garden,parking,clubhouse",9.92,3,25-09-2023,35323000
1365,Delhi NCR,Apartment,2347,5,1,26,12,6,Semi-Furnished,lift,0.4,1,26-09-2023,49321000
1366,Chennai,Apartment,3794,3,4,12,19,21,Semi-Furnished,"clubhouse,parking",9.5,4,27-09-2023,49441000
1367,Delhi NCR,Apartment,386,4,4,26,5,18,Semi-Furnished,"parking,lift",8.73,1,28-09-2023,7574000
1368,Mumbai,Apartment,1301,4,3,17,33,21,Unfurnished,"garden,pool,clubhouse,security",8.03,4,29-09-2023,34856000
1369,Bangalore,Apartment,2165,5,4,3,16,3,Unfurnished,"lift,gym",2.33,1,30-09-2023,37580000
1370,Bangalore,Apartment,2386,4,4,9,28,3,Unfurnished,"garden,pool,clubhouse,gym,lift",5.42,3,01-10-2023,42676000
1371,Bangalore,Penthouse,1282,5,4,8,37,5,Fully Furnished,clubhouse,5.28,4,02-10-2023,27419000
1372,Delhi NCR,Apartment,2838,3,2,5,18,28,Unfurnished,"security,lift,gym,parking",7.7,3,03-10-2023,53733000
1373,Mumbai,Apartment,2285,2,3,26,5,3,Semi-Furnished,"gym,lift,garden,security,pool,parking,clubhouse",2.92,1,04-10-2023,63184000
1374,Delhi NCR,Apartment,4413,3,1,23,6,5,Semi-Furnished,"lift,parking,clubhouse,pool,security",8.69,5,05-10-2023,93192000
1375,Mumbai,Apartment,1572,4,2,10,21,26,Fully Furnished,"pool,security,clubhouse,garden,gym,lift",5.1,1,06-10-2023,46543000
1376,Pune,Apartment,3749,4,3,26,5,9,Unfurnished,"parking,garden,gym,security,pool,clubhouse,lift",9.95,4,07-10-2023,47737000
1377,Pune,Apartment,1761,5,2,26,27,1,Unfurnished,clubhouse,3.74,3,08-10-2023,23931000
1378,Mumbai,Apartment,3709,3,2,26,22,9,Unfurnished,"clubhouse,garden,parking,gym,lift,pool,security",3.79,4,09-10-2023,101094000
1379,Chennai,Villa,3865,4,2,9,25,17,Unfurnished,gym,7.61,1,10-10-2023,46919000
1380,Bangalore,Apartment,2166,2,2,23,14,11,Fully Furnished,"lift,gym,security,garden,pool,clubhouse,parking",3.94,1,11-10-2023,35856000
1381,Pune,Apartment,2929,1,1,13,22,2,Fully Furnished,"pool,security,parking",6.2,1,12-10-2023,36633000
1382,Pune,Villa,385,5,2,9,29,11,Semi-Furnished,"gym,pool,clubhouse,lift,security,garden",1.16,5,13-10-2023,8729000
1383,Bangalore,Apartment,677,4,2,4,5,25,Unfurnished,"garden,gym,pool,lift,security,clubhouse",3.99,2,14-10-2023,16257000
1384,Pune,Apartment,4806,5,3,1,28,24,Unfurnished,"parking,gym,clubhouse,security,pool,lift,garden",3.93,1,15-10-2023,54961000
1385,Hyderabad,Apartment,3571,1,4,21,25,26,Semi-Furnished,"clubhouse,gym,security,pool,parking,lift,garden",8.34,4,16-10-2023,40190000
1386,Hyderabad,Apartment,857,1,1,14,9,3,Semi-Furnished,"security,parking,clubhouse,pool,gym",7.05,5,17-10-2023,9777000
1387,Pune,Apartment,1332,2,1,16,21,17,Semi-Furnished,"pool,garden,clubhouse,security,parking,gym,lift",9.01,1,18-10-2023,15740000
1388,Chennai,Apartment,3696,2,1,1,19,24,Unfurnished,"lift,clubhouse,security,pool,garden,gym",2.72,1,19-10-2023,45609000
1389,Hyderabad,Studio,1015,4,4,14,17,17,Fully Furnished,"lift,parking,gym,garden,pool,security,clubhouse",6.72,5,20-10-2023,18106000
1390,Chennai,Apartment,3009,3,2,24,33,12,Fully Furnished,"security,parking,lift,gym,garden,pool,clubhouse",8.72,5,21-10-2023,39936000
1391,Mumbai,Apartment,3734,1,1,28,13,6,Semi-Furnished,"lift,parking,gym,security,garden",0.85,3,22-10-2023,106343000
1392,Bangalore,Apartment,3614,4,1,24,33,17,Semi-Furnished,pool,1.97,5,23-10-2023,58385000
1393,Pune,Apartment,4604,1,1,9,10,23,Unfurnished,gym,2.41,1,24-10-2023,51130000
1394,Hyderabad,Villa,4908,5,3,29,38,14,Unfurnished,"lift,pool,garden,clubhouse,security,parking,gym",8.49,4,25-10-2023,54190000
1395,Delhi NCR,Apartment,1426,4,1,16,23,28,Unfurnished,lift,7.18,1,26-10-2023,34050000
1396,Chennai,Penthouse,1965,5,4,22,32,1,Semi-Furnished,"parking,gym,clubhouse,pool,garden",5.24,5,27-10-2023,32911000
1397,Pune,Apartment,1004,4,1,13,10,4,Unfurnished,garden,8.06,5,28-10-2023,15378000
1398,Mumbai,Villa,748,3,2,23,21,24,Semi-Furnished,pool,6.79,5,29-10-2023,20629000
1399,Mumbai,Apartment,599,1,4,10,20,16,Unfurnished,"clubhouse,gym,security,pool",4.61,5,30-10-2023,19727000
1400,Hyderabad,Apartment,3964,5,1,21,37,20,Fully Furnished,lift,7.14,2,31-10-2023,44218000
1401,Pune,Villa,3083,4,4,13,26,22,Fully Furnished,clubhouse,3.37,1,01-11-2023,33333000
1402,Pune,Apartment,597,3,3,3,30,5,Unfurnished,"lift,gym,garden,clubhouse,pool",7.91,3,02-11-2023,9273000
1403,Delhi NCR,Apartment,4974,3,1,13,38,20,Unfurnished,clubhouse,2.89,5,03-11-2023,99641000
1404,Pune,Apartment,3679,5,1,25,17,12,Semi-Furnished,"garden,security,clubhouse,lift,pool,parking,gym",9.37,5,04-11-2023,45676000
1405,Mumbai,Apartment,1733,2,3,3,27,10,Semi-Furnished,clubhouse,1.91,4,05-11-2023,46298000
1406,Mumbai,Apartment,2770,2,1,23,33,12,Fully Furnished,"gym,security,pool,clubhouse,garden,parking,lift",5.56,3,06-11-2023,78260000
1407,Bangalore,Villa,4046,5,1,14,9,16,Unfurnished,lift,7.69,4,07-11-2023,68833000
1408,Mumbai,Studio,3616,3,1,17,37,6,Fully Furnished,"parking,pool,lift,garden",5.32,5,08-11-2023,100053000
1409,Mumbai,Apartment,3935,5,1,6,20,6,Semi-Furnished,parking,7.21,3,09-11-2023,104120000
1410,Bangalore,Apartment,3790,1,1,28,11,7,Unfurnished,"garden,security,clubhouse",1.48,1,10-11-2023,61908000
1411,Pune,Apartment,4417,5,1,25,5,24,Fully Furnished,"pool,security,clubhouse,garden,lift,parking",7.57,5,11-11-2023,58656000
1412,Mumbai,Apartment,4610,3,4,7,15,29,Semi-Furnished,"garden,clubhouse,security,lift,parking,pool,gym",6.45,4,12-11-2023,122960000
1413,Bangalore,Villa,548,2,3,28,29,28,Fully Furnished,"security,pool,gym",8.14,4,13-11-2023,12785000
1414,Pune,Apartment,1460,2,2,20,5,6,Semi-Furnished,"security,pool,parking,clubhouse,gym,lift",6.19,3,14-11-2023,24468000
1415,Delhi NCR,Apartment,651,2,3,10,28,14,Unfurnished,"pool,parking,clubhouse",5.99,3,15-11-2023,17851000
1416,Chennai,Apartment,2781,1,1,9,29,7,Unfurnished,"lift,security,parking",2.26,3,16-11-2023,32307000
1417,Bangalore,Villa,1609,1,3,22,31,5,Fully Furnished,"lift,clubhouse,security,gym,parking",7.93,1,17-11-2023,25134000
1418,Bangalore,Apartment,4958,4,3,22,24,18,Semi-Furnished,"lift,clubhouse",0.89,5,18-11-2023,84614000
1419,Pune,Apartment,3284,4,4,6,17,15,Unfurnished,"garden,security,parking,pool,clubhouse,gym,lift",1.53,1,19-11-2023,42139000
1420,Hyderabad,Apartment,1203,5,1,18,20,7,Unfurnished,"pool,clubhouse,lift,gym,parking",7.49,2,20-11-2023,15820000
1421,Chennai,Apartment,1498,2,3,27,21,21,Fully Furnished,gym,6.96,5,21-11-2023,24236000
1422,Mumbai,Villa,3520,5,2,14,17,3,Fully Furnished,"lift,pool,clubhouse,garden,parking,security",9.2,3,22-11-2023,94627000
1423,Hyderabad,Apartment,2951,2,3,28,6,12,Semi-Furnished,"clubhouse,gym",1.57,3,23-11-2023,30867000
1424,Pune,Penthouse,4465,2,1,2,7,13,Unfurnished,"gym,pool,parking",9.15,3,24-11-2023,50778000
1425,Pune,Apartment,939,2,2,17,6,20,Semi-Furnished,"parking,lift,gym,security,clubhouse",6.69,2,25-11-2023,12858000
1426,Pune,Penthouse,1948,3,4,2,20,2,Semi-Furnished,"garden,clubhouse,parking,gym,security",2.84,1,26-11-2023,24248000
1427,Hyderabad,Apartment,3926,1,4,13,12,20,Fully Furnished,"security,parking,pool,clubhouse",2.58,1,27-11-2023,43165000
1428,Pune,Penthouse,945,1,3,1,17,16,Semi-Furnished,"garden,gym",4.86,4,28-11-2023,12928000
1429,Chennai,Apartment,1967,4,1,23,9,0,Fully Furnished,"security,lift,garden,clubhouse,parking,pool,gym",3.1,2,29-11-2023,28867000
1430,Hyderabad,Apartment,1118,3,2,17,10,28,Unfurnished,"gym,garden,clubhouse,parking",0.79,1,30-11-2023,12020000
1431,Delhi NCR,Apartment,4903,5,3,10,20,0,Unfurnished,"garden,lift,gym",6.84,5,01-12-2023,98446000
1432,Chennai,Apartment,4509,3,1,17,37,26,Semi-Furnished,"pool,clubhouse,security,garden,gym",4.31,3,02-12-2023,54616000
1433,Delhi NCR,Apartment,4414,5,3,25,11,6,Fully Furnished,"parking,gym",3.24,5,03-12-2023,87754000
1434,Delhi NCR,Villa,2795,3,2,9,16,19,Semi-Furnished,"parking,security,garden,gym,clubhouse,lift",7.7,1,04-12-2023,57650000
1435,Chennai,Apartment,3867,5,2,29,6,4,Fully Furnished,parking,6.5,5,05-12-2023,51228000
1436,Pune,Apartment,4584,2,3,3,23,12,Fully Furnished,"gym,security",2.9,2,06-12-2023,53819000
1437,Chennai,Apartment,3854,3,1,19,17,27,Semi-Furnished,"parking,garden,gym,security",6.21,5,07-12-2023,49812000
1438,Hyderabad,Apartment,2214,2,2,9,33,7,Unfurnished,"security,garden,parking,clubhouse,lift,pool,gym",5.2,4,08-12-2023,23602000
1439,Pune,Apartment,4349,2,3,24,10,20,Semi-Furnished,"pool,lift,clubhouse,gym,garden,parking,security",9.39,3,09-12-2023,48896000
1440,Mumbai,Villa,767,2,3,6,26,2,Unfurnished,"garden,parking,pool",7.39,2,10-12-2023,21956000
1441,Bangalore,Apartment,3159,1,4,29,26,4,Fully Furnished,"security,clubhouse",5.35,5,11-12-2023,57353000
1442,Mumbai,Penthouse,3580,2,3,7,6,5,Unfurnished,"parking,security,pool,lift",1.58,2,12-12-2023,97377000
1443,Hyderabad,Apartment,4454,4,3,14,27,10,Fully Furnished,"garden,security,clubhouse,parking,gym",9.71,4,13-12-2023,50572000
1444,Pune,Apartment,1063,4,1,13,10,10,Unfurnished,"lift,garden,clubhouse",8.83,4,14-12-2023,11227000
1445,Hyderabad,Apartment,2295,1,1,18,25,27,Fully Furnished,"garden,clubhouse,security,gym,lift,parking",7.61,4,15-12-2023,26774000
1446,Pune,Penthouse,1583,3,3,4,28,19,Unfurnished,"garden,gym,clubhouse",8.22,1,16-12-2023,18426000
1447,Delhi NCR,Apartment,1998,4,3,16,29,9,Fully Furnished,"clubhouse,pool",2.07,1,17-12-2023,41854000
1448,Bangalore,Apartment,966,1,1,3,12,17,Semi-Furnished,"lift,pool,security,parking,garden",0.43,1,18-12-2023,18256000
1449,Chennai,Apartment,2964,4,3,9,17,7,Fully Furnished,"garden,parking,lift,clubhouse,security,pool,gym",2.2,4,19-12-2023,40979000
1450,Chennai,Apartment,507,2,2,11,7,26,Unfurnished,"pool,garden,gym,security,clubhouse",5.27,3,20-12-2023,5866000
1451,Chennai,Apartment,1112,1,4,8,5,10,Semi-Furnished,"security,pool,parking,clubhouse,gym",3.14,5,21-12-2023,15822000
1452,Delhi NCR,Apartment,3148,3,2,2,37,14,Semi-Furnished,"security,clubhouse,lift,gym,parking",0.51,1,22-12-2023,63867000
1453,Bangalore,Apartment,3727,1,2,2,25,8,Fully Furnished,"clubhouse,security,parking",0.12,3,23-12-2023,59994000
1454,Delhi NCR,Apartment,1766,1,4,10,17,10,Fully Furnished,lift,6.24,4,24-12-2023,39532000
1455,Hyderabad,Apartment,3776,4,1,10,22,19,Semi-Furnished,"garden,pool,parking,gym,lift,clubhouse,security",5.59,1,25-12-2023,37702000
1456,Mumbai,Villa,2920,4,1,16,8,15,Unfurnished,parking,0.24,1,26-12-2023,79991000
1457,Mumbai,Villa,3999,2,1,24,36,27,Fully Furnished,garden,1.77,2,27-12-2023,104481000
1458,Mumbai,Apartment,2747,2,1,7,21,17,Unfurnished,"security,clubhouse,gym,parking",6.06,5,28-12-2023,75994000
1459,Bangalore,Studio,4189,5,3,4,26,13,Fully Furnished,"security,pool,parking,garden,lift,gym,clubhouse",3.31,3,29-12-2023,71979000
1460,Hyderabad,Apartment,2389,5,4,3,9,1,Semi-Furnished,"parking,clubhouse,garden,pool,security,gym",5.32,5,30-12-2023,29705000
1461,Hyderabad,Apartment,3664,5,1,11,34,27,Fully Furnished,"garden,security,gym,clubhouse,parking",2.35,2,31-12-2023,35379000
1462,Hyderabad,Villa,2439,2,3,3,10,8,Semi-Furnished,"pool,lift,security,gym,parking",0.21,5,01-01-2024,23550000
1463,Mumbai,Apartment,2381,2,3,4,7,29,Unfurnished,"security,garden,gym,lift,clubhouse,parking,pool",7.29,2,02-01-2024,68021000
1464,Mumbai,Apartment,3728,2,1,14,18,29,Unfurnished,"garden,parking,clubhouse",2.21,5,03-01-2024,94955000
1465,Mumbai,Villa,1294,5,1,1,32,15,Fully Furnished,"clubhouse,garden",5.4,5,04-01-2024,38697000
1466,Mumbai,Apartment,595,2,4,11,9,20,Semi-Furnished,"gym,security,garden",2.93,5,05-01-2024,18406000
1467,Bangalore,Apartment,4378,2,1,22,38,10,Unfurnished,"garden,gym,security",1.67,4,06-01-2024,77802000
1468,Mumbai,Apartment,4279,3,1,19,36,16,Semi-Furnished,"pool,parking,clubhouse,garden,lift,gym,security",9.75,2,07-01-2024,109672000
1469,Hyderabad,Apartment,3142,1,3,16,34,21,Unfurnished,"clubhouse,parking,garden,pool,lift,security,gym",7.95,3,08-01-2024,32630000
1470,Delhi NCR,Apartment,3625,5,3,3,20,14,Unfurnished,"parking,lift,garden,clubhouse,pool",6.06,5,09-01-2024,72015000
1471,Hyderabad,Penthouse,1652,5,1,3,9,0,Semi-Furnished,"garden,security",0.46,5,10-01-2024,25156000
1472,Delhi NCR,Apartment,861,2,1,27,9,13,Fully Furnished,"parking,clubhouse,gym,garden,security,lift,pool",5.98,2,11-01-2024,18241000
1473,Hyderabad,Penthouse,2686,4,3,24,33,12,Semi-Furnished,gym,8.41,1,12-01-2024,31695000
1474,Pune,Apartment,2520,4,4,5,5,19,Unfurnished,"clubhouse,garden,gym,lift,pool,parking",9.18,4,13-01-2024,28876000
1475,Hyderabad,Studio,2124,4,3,29,5,0,Fully Furnished,garden,6.34,2,14-01-2024,24773000
1476,Bangalore,Apartment,3607,1,2,17,11,14,Fully Furnished,"pool,security,lift,garden",8.8,5,15-01-2024,62347000
1477,Bangalore,Apartment,3971,3,1,13,13,25,Unfurnished,"lift,security,gym,garden,pool,clubhouse,parking",8.24,5,16-01-2024,62805000
1478,Delhi NCR,Apartment,1097,5,2,2,7,23,Fully Furnished,"security,garden,pool,gym",8.97,2,17-01-2024,28942000
1479,Mumbai,Apartment,1295,2,4,22,26,25,Fully Furnished,"garden,lift,pool,gym,parking",2.33,2,18-01-2024,34106000
1480,Hyderabad,Apartment,1797,4,2,23,16,27,Fully Furnished,"security,gym,clubhouse,parking,lift",6.45,3,19-01-2024,22371000
1481,Hyderabad,Apartment,1364,4,1,17,10,18,Unfurnished,clubhouse,8.53,5,20-01-2024,11648000
1482,Delhi NCR,Apartment,3751,5,4,22,38,18,Fully Furnished,"parking,garden,security,pool",2.43,2,21-01-2024,72372000
1483,Delhi NCR,Studio,2592,2,3,20,11,18,Unfurnished,"security,parking,lift,pool,clubhouse,gym",0.98,2,22-01-2024,54260000
1484,Hyderabad,Villa,1559,4,2,17,12,8,Fully Furnished,"pool,security,clubhouse,garden,gym",7.61,5,23-01-2024,25250000
1485,Bangalore,Apartment,2752,5,4,9,26,11,Unfurnished,"security,clubhouse,pool,lift",1.51,5,24-01-2024,49435000
1486,Bangalore,Apartment,4639,2,3,12,16,9,Unfurnished,"pool,lift,garden,clubhouse,parking",3.48,1,25-01-2024,73565000
1487,Hyderabad,Penthouse,3438,1,2,4,22,9,Unfurnished,"clubhouse,garden,lift",1.45,5,26-01-2024,32332000
1488,Mumbai,Apartment,3078,4,1,18,31,0,Unfurnished,"lift,parking,garden,gym,pool,security",6.88,4,27-01-2024,84849000
1489,Delhi NCR,Villa,4312,2,3,27,37,26,Fully Furnished,"clubhouse,garden,security",1.56,1,28-01-2024,87475000
1490,Mumbai,Apartment,1640,5,4,4,27,15,Fully Furnished,"lift,gym,pool,clubhouse,security,garden",5.04,5,29-01-2024,49187000
